emoji,hexcode,group,subgroups,annotation,tags,hfg_tags,hfg_author,skintone,skintone_base_emoji,skintone_base_hexcode,unicode,order
🐂,1F402,animals-nature,animal-mammal,ox,"bull, taurus, zodiac","strong, farm, acre, horns, beef",Sofie Ascherl,,,,1,2227
🐃,1F403,animals-nature,animal-mammal,water buffalo,"buffalo, water","black, horns, beef",Sofie Ascherl,,,,1,2228
🐄,1F404,animals-nature,animal-mammal,cow,cow,"farm, milk, beef, grass, dairy, horns, cheese",Sofie Ascherl,,,,1,2229
🐷,1F437,animals-nature,animal-mammal,pig face,"face, pig","pork, farm, pink, meat, oink",Sofie Ascherl,,,,1,2230
🐖,1F416,animals-nature,animal-mammal,pig,sow,"pork, farm, pink, meat, oink",Sofie Ascherl,,,,1,2231
🐗,1F417,animals-nature,animal-mammal,boar,pig,"wild, strong, forest, angry, teeth, tusk",Sofie Ascherl,,,,1,2232
🐽,1F43D,animals-nature,animal-mammal,pig nose,"face, nose, pig","smell, socket, nose",Sofie Ascherl,,,,1,2233
🐏,1F40F,animals-nature,animal-mammal,ram,"aries, male, sheep, zodiac","horns, grass, hooves, wool",Sofie Ascherl,,,,1,2234
🐑,1F411,animals-nature,animal-mammal,ewe,"female, sheep","horns, grass, hooves, wool, farm",Sofie Ascherl,,,,1,2235
🐐,1F410,animals-nature,animal-mammal,goat,"capricorn, zodiac","horns, farm, milk, cheese",Sofie Ascherl,,,,1,2236
🐪,1F42A,animals-nature,animal-mammal,camel,"dromedary, hump","desert, oasis, sahara, sun, hot, hump",Sofie Ascherl,,,,1,2237
🐫,1F42B,animals-nature,animal-mammal,two-hump camel,"bactrian, camel, hump","desert, oasis, sahara, sun, hot, hump",Sofie Ascherl,,,,1,2238
🦒,1F992,animals-nature,animal-mammal,giraffe,spots,"long, neck, trees, big",Sofie Ascherl,,,,5,2240
🐘,1F418,animals-nature,animal-mammal,elephant,elephant,"big, wrinkles, trunk, töröö",Sofie Ascherl,,,,1,2241
🦏,1F98F,animals-nature,animal-mammal,rhinoceros,rhinoceros,"rhino, horn, africa",Sofie Ascherl,,,,3,2242
🐭,1F42D,animals-nature,animal-mammal,mouse face,"face, mouse","cute, whiskers, tiny, rodent",Sofie Ascherl,,,,1,2244
🐁,1F401,animals-nature,animal-mammal,mouse,mouse,"small, cute, whiskers, tiny, rodent",Sofie Ascherl,,,,1,2245
🐀,1F400,animals-nature,animal-mammal,rat,rat,"rodent, plaque, fleas, canal, garbage",Sofie Ascherl,,,,1,2246
🐹,1F439,animals-nature,animal-mammal,hamster face,"face, hamster, pet","rodent, fat, fluffy, corn",Sofie Ascherl,,,,1,2247
🐰,1F430,animals-nature,animal-mammal,rabbit face,"bunny, face, pet, rabbit","rodent, teeth, cute, ears, bunny, hopping, easter",Sofie Ascherl,,,,1,2248
🐇,1F407,animals-nature,animal-mammal,rabbit,"bunny, pet","rodent, teeth, cute, ears, bunny, hopping, easter",Sofie Ascherl,,,,1,2249
🐿️,1F43F,animals-nature,animal-mammal,chipmunk,squirrel,"squirrel, alvin",Sofie Ascherl,,,,1,2251
🦔,1F994,animals-nature,animal-mammal,hedgehog,spiny,"prickly, fall, apple, leafs",Sofie Ascherl,,,,5,2252
🦇,1F987,animals-nature,animal-mammal,bat,vampire,"batman, dracula",Sofie Ascherl,,,,3,2253
🐻,1F43B,animals-nature,animal-mammal,bear face,"bear, face","brown, salmon, river, thick",Sofie Ascherl,,,,1,2254
🐨,1F428,animals-nature,animal-mammal,koala,bear,"grey, fluffy, eucalyptus, australia, clingy",Sofie Ascherl,,,,1,2255
🐼,1F43C,animals-nature,animal-mammal,panda face,"face, panda","kawaii, cute, japan",Sofie Ascherl,,,,1,2256
🐾,1F43E,animals-nature,animal-mammal,paw prints,"feet, paw, print","paws, feet, pet, animal",Sofie Ascherl,,,,1,2259
🦃,1F983,animals-nature,animal-bird,turkey,bird,,Selina Bauder,,,,1,2260
🐔,1F414,animals-nature,animal-bird,chicken,bird,egg,Selina Bauder,,,,1,2261
🐓,1F413,animals-nature,animal-bird,rooster,bird,egg,Selina Bauder,,,,1,2262
🐣,1F423,animals-nature,animal-bird,hatching chick,"baby, bird, chick, hatching","baby, egg",Selina Bauder,,,,1,2263
🐤,1F424,animals-nature,animal-bird,baby chick,"baby, bird, chick","small, baby, egg",Selina Bauder,,,,1,2264
🐥,1F425,animals-nature,animal-bird,front-facing baby chick,"baby, bird, chick",,Selina Bauder,,,,1,2265
🐦️,1F426,animals-nature,animal-bird,bird,bird,"fly, colourful",Selina Bauder,,,,1,2266
🐧,1F427,animals-nature,animal-bird,penguin,bird,,Selina Bauder,,,,1,2267
🕊️,1F54A,animals-nature,animal-bird,dove,"bird, fly, peace",fly,Selina Bauder,,,,1,2269
🦅,1F985,animals-nature,animal-bird,eagle,bird,fly,Selina Bauder,,,,3,2270
🦆,1F986,animals-nature,animal-bird,duck,bird,"water, fly",Selina Bauder,,,,3,2271
🦉,1F989,animals-nature,animal-bird,owl,"bird, wise",,Selina Bauder,,,,3,2273
🐸,1F438,animals-nature,animal-amphibian,frog face,"face, frog","jump, green",Selina Bauder,,,,1,2276
🐊,1F40A,animals-nature,animal-reptile,crocodile,crocodile,dinosaur,Selina Bauder,,,,1,2277
🐢,1F422,animals-nature,animal-reptile,turtle,"terrapin, tortoise","slow, water, sand",Selina Bauder,,,,1,2278
🦎,1F98E,animals-nature,animal-reptile,lizard,reptile,"fast, small",Selina Bauder,,,,3,2279
🐍,1F40D,animals-nature,animal-reptile,snake,"bearer, ophiuchus, serpent, zodiac","wriggle, fast,",Selina Bauder,,,,1,2280
🐲,1F432,animals-nature,animal-reptile,dragon face,"dragon, face, fairy tale","fire, fly",Selina Bauder,,,,1,2281
🐉,1F409,animals-nature,animal-reptile,dragon,fairy tale,"fire, fly",Selina Bauder,,,,1,2282
🦕,1F995,animals-nature,animal-reptile,sauropod,"brachiosaurus, brontosaurus, diplodocus",dinosaur,Selina Bauder,,,,5,2283
🦖,1F996,animals-nature,animal-reptile,T-Rex,"t-rex, tyrannosaurus rex",dinosaur,Selina Bauder,,,,5,2284
🐳,1F433,animals-nature,animal-marine,spouting whale,"face, spouting, whale","swim, animal, water",Selina Bauder,,,,1,2285
🐋,1F40B,animals-nature,animal-marine,whale,whale,"swim, animal, water",Selina Bauder,,,,1,2286
🐬,1F42C,animals-nature,animal-marine,dolphin,flipper,"swim, animal, water",Selina Bauder,,,,1,2287
🐟️,1F41F,animals-nature,animal-marine,fish,"pisces, zodiac","swim, animal, water",Selina Bauder,,,,1,2288
🐠,1F420,animals-nature,animal-marine,tropical fish,"fish, tropical","swim, animal, water",Selina Bauder,,,,1,2289
🐡,1F421,animals-nature,animal-marine,blowfish,fish,"swim, animal, water",Selina Bauder,,,,1,2290
🦈,1F988,animals-nature,animal-marine,shark,fish,"swim, animal, water",Selina Bauder,,,,3,2291
🐙,1F419,animals-nature,animal-marine,octopus,octopus,"swim, animal, water",Selina Bauder,,,,1,2292
🐚,1F41A,animals-nature,animal-marine,spiral shell,"shell, spiral","beach, sand, water",Selina Bauder,,,,1,2293
🦀,1F980,animals-nature,animal-marine,crab,"cancer, zodiac","beach, sand, water",Selina Bauder,,,,1,2294
🦐,1F990,animals-nature,animal-marine,shrimp,"food, shellfish, small","swim, animal, water, food",Selina Bauder,,,,3,2296
🦑,1F991,animals-nature,animal-marine,squid,"food, molusc","swim, animal, water",Selina Bauder,,,,3,2297
🐌,1F40C,animals-nature,animal-bug,snail,snail,,Selina Bauder,,,,1,2298
🦋,1F98B,animals-nature,animal-bug,butterfly,"insect, pretty",,Selina Bauder,,,,3,2299
🐛,1F41B,animals-nature,animal-bug,bug,insect,,Selina Bauder,,,,1,2300
🐜,1F41C,animals-nature,animal-bug,ant,insect,,Selina Bauder,,,,1,2301
🐝,1F41D,animals-nature,animal-bug,honeybee,"bee, insect",,Selina Bauder,,,,1,2302
🐞,1F41E,animals-nature,animal-bug,lady beetle,"beetle, insect, ladybird, ladybug",,Selina Bauder,,,,1,2303
🦗,1F997,animals-nature,animal-bug,cricket,grasshopper,,Selina Bauder,,,,5,2304
🕷️,1F577,animals-nature,animal-bug,spider,insect,,Selina Bauder,,,,1,2306
🕸️,1F578,animals-nature,animal-bug,spider web,"spider, web",,Selina Bauder,,,,1,2308
🦂,1F982,animals-nature,animal-bug,scorpion,"scorpio, zodiac",,Selina Bauder,,,,1,2309
💐,1F490,animals-nature,plant-flower,bouquet,flower,"present, flower, tulip, bouquet",Hilda Kalyoncu,,,,1,2312
🌸,1F338,animals-nature,plant-flower,cherry blossom,"blossom, cherry, flower","pink,",Hilda Kalyoncu,,,,1,2313
🌹,1F339,animals-nature,plant-flower,rose,flower,"rose, red, nature, present, valentines day",Hilda Kalyoncu,,,,1,2317
🥀,1F940,animals-nature,plant-flower,wilted flower,"flower, wilted","rose, wilted, flower, red, sad, plant",Hilda Kalyoncu,,,,3,2318
🌺,1F33A,animals-nature,plant-flower,hibiscus,flower,pink,Hilda Kalyoncu,,,,1,2319
🌻,1F33B,animals-nature,plant-flower,sunflower,"flower, sun","sun, flower, yellow, summer",Hilda Kalyoncu,,,,1,2320
🌼,1F33C,animals-nature,plant-flower,blossom,flower,"yellow, nature",Hilda Kalyoncu,,,,1,2321
🌷,1F337,animals-nature,plant-flower,tulip,flower,"pink, eastern",Hilda Kalyoncu,,,,1,2322
🌱,1F331,animals-nature,plant-other,seedling,young,"farming, growing, green",Hilda Kalyoncu,,,,1,2323
🌲,1F332,animals-nature,plant-other,evergreen tree,tree,"green, tree, fir, plant",Hilda Kalyoncu,,,,1,2324
🌳,1F333,animals-nature,plant-other,deciduous tree,"deciduous, shedding, tree","green, tree, huge, plant",Hilda Kalyoncu,,,,1,2325
🌴,1F334,animals-nature,plant-other,palm tree,"palm, tree","sea, vacation, beach, relax, plant",Hilda Kalyoncu,,,,1,2326
🌵,1F335,animals-nature,plant-other,cactus,plant,"desert, sun, warm, hot, texas, plant",Hilda Kalyoncu,,,,1,2327
🌿,1F33F,animals-nature,plant-other,herb,leaf,green,Hilda Kalyoncu,,,,1,2329
☘️,2618,animals-nature,plant-other,shamrock,plant,"green, plant",Hilda Kalyoncu,,,,1,2331
🍀,1F340,animals-nature,plant-other,four leaf clover,"4, clover, four, four-leaf clover, leaf","luck, four, leaf, green, plant",Hilda Kalyoncu,,,,1,2332
🍁,1F341,animals-nature,plant-other,maple leaf,"falling, leaf, maple","autumn, colorful",Hilda Kalyoncu,,,,1,2333
🍉,1F349,food-drink,food-fruit,watermelon,fruit,"melon, red",Marius Schnabel,,,,1,2338
🍋,1F34B,food-drink,food-fruit,lemon,"citrus, fruit",yellow,Marius Schnabel,,,,1,2340
🍌,1F34C,food-drink,food-fruit,banana,fruit,yellow,Marius Schnabel,,,,1,2341
🍍,1F34D,food-drink,food-fruit,pineapple,fruit,tropical,Marius Schnabel,,,,1,2342
🍏,1F34F,food-drink,food-fruit,green apple,"apple, fruit, green",,Marius Schnabel,,,,1,2345
🍐,1F350,food-drink,food-fruit,pear,fruit,green,Marius Schnabel,,,,1,2346
🍑,1F351,food-drink,food-fruit,peach,fruit,"pink, red",Marius Schnabel,,,,1,2347
🍒,1F352,food-drink,food-fruit,cherries,"berries, cherry, fruit, red",,Marius Schnabel,,,,1,2348
🥝,1F95D,food-drink,food-fruit,kiwi fruit,"food, fruit, kiwi",green,Marius Schnabel,,,,3,2350
🍅,1F345,food-drink,food-fruit,tomato,"fruit, vegetable",red,Marius Schnabel,,,,1,2351
🥥,1F965,food-drink,food-fruit,coconut,"palm, piña colada",nut,Marius Schnabel,,,,5,2352
🥑,1F951,food-drink,food-vegetable,avocado,"food, fruit",avocado,Marius Schnabel,,,,3,2353
🍆,1F346,food-drink,food-vegetable,eggplant,"aubergine, vegetable",purple,Marius Schnabel,,,,1,2354
🥔,1F954,food-drink,food-vegetable,potato,"food, vegetable",,Marius Schnabel,,,,3,2355
🥕,1F955,food-drink,food-vegetable,carrot,"food, vegetable",,Marius Schnabel,,,,3,2356
🌽,1F33D,food-drink,food-vegetable,ear of corn,"corn, ear, maize, maze",yellow,Marius Schnabel,,,,1,2357
🌶️,1F336,food-drink,food-vegetable,hot pepper,"hot, pepper",red,Marius Schnabel,,,,1,2359
🥒,1F952,food-drink,food-vegetable,cucumber,"food, pickle, vegetable",,Marius Schnabel,,,,3,2360
🥦,1F966,food-drink,food-vegetable,broccoli,wild cabbage,,Marius Schnabel,,,,5,2362
🍄,1F344,food-drink,food-vegetable,mushroom,toadstool,mushroom,Marius Schnabel,,,,1,2363
🥜,1F95C,food-drink,food-vegetable,peanuts,"food, nut, peanut, vegetable",,Marius Schnabel,,,,3,2364
🍞,1F35E,food-drink,food-prepared,bread,loaf,,Miriam Vollmeier,,,,1,2366
🥐,1F950,food-drink,food-prepared,croissant,"bread, crescent roll, food, french",,Miriam Vollmeier,,,,3,2367
🥖,1F956,food-drink,food-prepared,baguette bread,"baguette, bread, food, french",,Miriam Vollmeier,,,,3,2368
🥨,1F968,food-drink,food-prepared,pretzel,twisted,,Miriam Vollmeier,,,,5,2369
🧀,1F9C0,food-drink,food-prepared,cheese wedge,cheese,,Miriam Vollmeier,,,,1,2372
🍖,1F356,food-drink,food-prepared,meat on bone,"bone, meat",,Miriam Vollmeier,,,,1,2373
🍗,1F357,food-drink,food-prepared,poultry leg,"bone, chicken, drumstick, leg, poultry",,Miriam Vollmeier,,,,1,2374
🥩,1F969,food-drink,food-prepared,cut of meat,"chop, lambchop, porkchop, steak",,Miriam Vollmeier,,,,5,2375
🥓,1F953,food-drink,food-prepared,bacon,"food, meat",,Miriam Vollmeier,,,,3,2376
🍔,1F354,food-drink,food-prepared,hamburger,burger,,Miriam Vollmeier,,,,1,2377
🍟,1F35F,food-drink,food-prepared,french fries,"french, fries",,Miriam Vollmeier,,,,1,2378
🍕,1F355,food-drink,food-prepared,pizza,"cheese, slice",,Miriam Vollmeier,,,,1,2379
🌭,1F32D,food-drink,food-prepared,hot dog,"frankfurter, hotdog, sausage",,Miriam Vollmeier,,,,1,2380
🥪,1F96A,food-drink,food-prepared,sandwich,bread,,Miriam Vollmeier,,,,5,2381
🌮,1F32E,food-drink,food-prepared,taco,mexican,,Miriam Vollmeier,,,,1,2382
🌯,1F32F,food-drink,food-prepared,burrito,"mexican, wrap",,Miriam Vollmeier,,,,1,2383
🥚,1F95A,food-drink,food-prepared,egg,food,,Miriam Vollmeier,,,,3,2385
🍳,1F373,food-drink,food-prepared,cooking,"egg, frying, pan",,Miriam Vollmeier,,,,1,2386
🍲,1F372,food-drink,food-prepared,pot of food,"pot, stew",,Miriam Vollmeier,,,,1,2388
🥣,1F963,food-drink,food-prepared,bowl with spoon,"breakfast, cereal, congee",,Miriam Vollmeier,,,,5,2389
🍿,1F37F,food-drink,food-prepared,popcorn,popcorn,,Miriam Vollmeier,,,,1,2391
🍱,1F371,food-drink,food-asian,bento box,"bento, box",,Miriam Vollmeier,,,,1,2394
🍘,1F358,food-drink,food-asian,rice cracker,"cracker, rice",,Miriam Vollmeier,,,,1,2395
🍙,1F359,food-drink,food-asian,rice ball,"ball, japanese, rice",,Miriam Vollmeier,,,,1,2396
🍚,1F35A,food-drink,food-asian,cooked rice,"cooked, rice",,Miriam Vollmeier,,,,1,2397
🍝,1F35D,food-drink,food-asian,spaghetti,pasta,,Miriam Vollmeier,,,,1,2400
🍠,1F360,food-drink,food-asian,roasted sweet potato,"potato, roasted, sweet",,Miriam Vollmeier,,,,1,2401
🍢,1F362,food-drink,food-asian,oden,"kebab, seafood, skewer, stick",,Miriam Vollmeier,,,,1,2402
🍣,1F363,food-drink,food-asian,sushi,sushi,,Miriam Vollmeier,,,,1,2403
🍤,1F364,food-drink,food-asian,fried shrimp,"fried, prawn, shrimp, tempura",,Miriam Vollmeier,,,,1,2404
🍡,1F361,food-drink,food-asian,dango,"dessert, japanese, skewer, stick, sweet",,Miriam Vollmeier,,,,1,2407
🍦,1F366,food-drink,food-sweet,soft ice cream,"cream, dessert, ice, icecream, soft, sweet",,Miriam Vollmeier,,,,1,2411
🍧,1F367,food-drink,food-sweet,shaved ice,"dessert, ice, shaved, sweet",,Miriam Vollmeier,,,,1,2412
🍨,1F368,food-drink,food-sweet,ice cream,"cream, dessert, ice, sweet",,Miriam Vollmeier,,,,1,2413
🍩,1F369,food-drink,food-sweet,doughnut,"dessert, donut, sweet",,Miriam Vollmeier,,,,1,2414
🍪,1F36A,food-drink,food-sweet,cookie,"dessert, sweet",,Miriam Vollmeier,,,,1,2415
🎂,1F382,food-drink,food-sweet,birthday cake,"birthday, cake, celebration, dessert, pastry, sweet",,Miriam Vollmeier,,,,1,2416
🍰,1F370,food-drink,food-sweet,shortcake,"cake, dessert, pastry, slice, sweet",,Miriam Vollmeier,,,,1,2417
🥧,1F967,food-drink,food-sweet,pie,"filling, pastry",,Miriam Vollmeier,,,,5,2419
🍫,1F36B,food-drink,food-sweet,chocolate bar,"bar, chocolate, dessert, sweet",,Miriam Vollmeier,,,,1,2420
🍬,1F36C,food-drink,food-sweet,candy,"dessert, sweet",,Miriam Vollmeier,,,,1,2421
🍭,1F36D,food-drink,food-sweet,lollipop,"candy, dessert, sweet",,Miriam Vollmeier,,,,1,2422
🍮,1F36E,food-drink,food-sweet,custard,"dessert, pudding, sweet",,Miriam Vollmeier,,,,1,2423
🍯,1F36F,food-drink,food-sweet,honey pot,"honey, honeypot, pot, sweet",,Miriam Vollmeier,,,,1,2424
🍼,1F37C,food-drink,drink,baby bottle,"baby, bottle, drink, milk","baby, drink, sweet",Laura Humpfer,,,,1,2425
🥛,1F95B,food-drink,drink,glass of milk,"drink, glass, milk",,Laura Humpfer,,,,3,2426
☕️,2615,food-drink,drink,hot beverage,"beverage, coffee, drink, hot, steaming, tea",,Laura Humpfer,,,,1,2427
🍵,1F375,food-drink,drink,teacup without handle,"beverage, cup, drink, tea, teacup","glass, hot",Laura Humpfer,,,,1,2428
🍶,1F376,food-drink,drink,sake,"bar, beverage, bottle, cup, drink",,Laura Humpfer,,,,1,2429
🍾,1F37E,food-drink,drink,bottle with popping cork,"bar, bottle, cork, drink, popping","party, celebrate, event",Laura Humpfer,,,,1,2430
🍷,1F377,food-drink,drink,wine glass,"bar, beverage, drink, glass, wine","classic, drink, beverage, alcohol",Laura Humpfer,,,,1,2431
🍸️,1F378,food-drink,drink,cocktail glass,"bar, cocktail, drink, glass","classic, alcohol, elegant, party",Laura Humpfer,,,,1,2432
🍹,1F379,food-drink,drink,tropical drink,"bar, drink, tropical","cocktail, glass, drink, party, summer, party",Laura Humpfer,,,,1,2433
🍺,1F37A,food-drink,drink,beer mug,"bar, beer, drink, mug","beer, german, alcohol, bavaria, party",Laura Humpfer,,,,1,2434
🍻,1F37B,food-drink,drink,clinking beer mugs,"bar, beer, clink, drink, mug","beer, german, party, alcohol, bavaria, party",Laura Humpfer,,,,1,2435
🥂,1F942,food-drink,drink,clinking glasses,"celebrate, clink, drink, glass","party, secco,",Laura Humpfer,,,,3,2436
🥃,1F943,food-drink,drink,tumbler glass,"glass, liquor, shot, tumbler, whisky","alcohol, classic",Laura Humpfer,,,,3,2437
🥤,1F964,food-drink,drink,cup with straw,"juice, soda","beverage, fastfood",Laura Humpfer,,,,5,2438
🥢,1F962,food-drink,dishware,chopsticks,hashi,"sticks, eat, chopstick",Jonas Roßner,,,,5,2439
🍽️,1F37D,food-drink,dishware,fork and knife with plate,"cooking, fork, knife, plate",eat,Jonas Roßner,,,,1,2441
🍴,1F374,food-drink,dishware,fork and knife,"cooking, cutlery, fork, knife",eat,Jonas Roßner,,,,1,2442
🥄,1F944,food-drink,dishware,spoon,tableware,"metal, spoon, eat",Jonas Roßner,,,,3,2443
🔪,1F52A,food-drink,dishware,kitchen knife,"cooking, hocho, knife, tool, weapon",eat,Jonas Roßner,,,,1,2444
🌍️,1F30D,travel-places,place-map,globe showing Europe-Africa,"africa, earth, europe, globe, globe showing europe-africa, world","geographic, continent, global, planet",Martin Wehl,,,,1,2446
🌎️,1F30E,travel-places,place-map,globe showing Americas,"americas, earth, globe, globe showing americas, world","geographic, continent, global, planet",Martin Wehl,,,,1,2447
🌏️,1F30F,travel-places,place-map,globe showing Asia-Australia,"asia, australia, earth, globe, globe showing asia-australia, world","geographic, continent, global, planet",Martin Wehl,,,,1,2448
🌐,1F310,travel-places,place-map,globe with meridians,"earth, globe, meridians, world","geographic, continent, global, planet, grid",Martin Wehl,,,,1,2449
🗺️,1F5FA,travel-places,place-map,world map,"map, world","geographic, continent, global, planet, earth",Martin Wehl,,,,1,2451
🏔️,1F3D4,travel-places,place-geographic,snow-capped mountain,"cold, mountain, snow","landscape, nature, hiking, climbing, white, outdoor, adventure",Martin Wehl,,,,1,2455
⛰️,26F0,travel-places,place-geographic,mountain,mountain,"landscape, nature, hiking, climbing, outdoor, adventure",Martin Wehl,,,,1,2457
🌋,1F30B,travel-places,place-geographic,volcano,"eruption, mountain","landscape, nature, fire, smoke, hot",Martin Wehl,,,,1,2458
🗻,1F5FB,travel-places,place-geographic,mount fuji,"fuji, mountain","japan, japanese, geographic",Martin Wehl,,,,1,2459
🏕️,1F3D5,travel-places,place-geographic,camping,camping,"nature, outdoor, tent, adventure, sleeping",Martin Wehl,,,,1,2461
🏖️,1F3D6,travel-places,place-geographic,beach with umbrella,"beach, umbrella","nature, summer, sun, sand, water, holidays",Martin Wehl,,,,1,2463
🏜️,1F3DC,travel-places,place-geographic,desert,desert,"nature, hot, sun, sand, dry",Martin Wehl,,,,1,2465
🏝️,1F3DD,travel-places,place-geographic,desert island,"desert, island","sun, lonely, sand, water, stranded, palm, nature",Martin Wehl,,,,1,2467
🏞️,1F3DE,travel-places,place-geographic,national park,park,"nature, outdoor, adventure, woods, mountain",Martin Wehl,,,,1,2469
🏟️,1F3DF,travel-places,place-building,stadium,stadium,"building, football, sports, olympic",Martin Wehl,,,,1,2471
🏛️,1F3DB,travel-places,place-building,classical building,classical,"building, historical, old, antique",Martin Wehl,,,,1,2473
🏗️,1F3D7,travel-places,place-building,building construction,construction,"work, building lot, crane",Martin Wehl,,,,1,2475
